Borough,Neighborhood,Season,Day_of_Week,Time_Bucket,Avg_Complaints_Per_Week,Std_Complaints,Num_Weeks
BRONX,Northeast Bronx,Spring,2,morning,13.307692307692308,56.10502852484995,78
BRONX,Northeast Bronx,Spring,2,night,14.134831460674157,44.29657051450227,89
BRONX,Northeast Bronx,Spring,2,overnight,7.048387096774194,35.031801673671275,62
BRONX,Northeast Bronx,Spring,3,afternoon,12.592592592592593,49.2409326114407,81
BRONX,Northeast Bronx,Spring,3,evening,13.876404494382022,45.05825023453708,89
BRONX,Northeast Bronx,Spring,3,morning,5.6455696202531644,29.81568937127219,79
BRONX,Northeast Bronx,Spring,3,night,11.50561797752809,25.736480826880747,89
BRONX,Northeast Bronx,Spring,3,overnight,9.916666666666666,43.439531970926055,60
BRONX,Northeast Bronx,Spring,4,afternoon,20.627906976744185,66.28051732405372,86
BRONX,Northeast Bronx,Spring,4,evening,27.44943820224719,67.61992902108933,89
BRONX,Northeast Bronx,Spring,4,morning,10.346153846153847,69.60068422620029,78
BRONX,Northeast Bronx,Spring,4,night,26.956043956043956,47.73792158765564,91
BRONX,Northeast Bronx,Spring,4,overnight,6.6891891891891895,34.72984807451344,74
BRONX,Northeast Bronx,Spring,5,afternoon,18.689655172413794,41.23650176465856,87
BRONX,Northeast Bronx,Spring,5,evening,33.833333333333336,72.09657225095435,90
BRONX,Northeast Bronx,Spring,5,morning,16.583333333333332,90.44111554777564,84
BRONX,Northeast Bronx,Spring,5,night,33.5,55.70351894155261,90
BRONX,Northeast Bronx,Spring,5,overnight,14.036144578313253,60.09980434673167,83
BRONX,Northeast Bronx,Spring,6,afternoon,21.54945054945055,55.88067917670924,91
BRONX,Northeast Bronx,Spring,6,evening,38.91011235955056,104.20223349218554,89
BRONX,Northeast Bronx,Spring,6,morning,12.227272727272727,56.50139399617476,88
BRONX,Northeast Bronx,Spring,6,night,32.56043956043956,63.764707896594146,91
BRONX,Northeast Bronx,Spring,6,overnight,8.831460674157304,16.06608225357226,89
BRONX,Northeast Bronx,Summer,0,afternoon,53.136986301369866,127.78327084347991,73
BRONX,Northeast Bronx,Summer,0,evening,66.08974358974359,135.32291211317667,78
BRONX,Northeast Bronx,Summer,0,morning,33.582089552238806,120.99413324792279,67
BRONX,Northeast Bronx,Summer,0,night,59.31645569620253,99.90553798769211,79
BRONX,Northeast Bronx,Summer,0,overnight,34.859154929577464,83.23019640467857,71
BRONX,Northeast Bronx,Summer,1,afternoon,28.253333333333334,110.46536614304554,75
BRONX,Northeast Bronx,Summer,1,evening,43.896103896103895,94.26077830532647,77
BRONX,Northeast Bronx,Summer,1,morning,24.928571428571427,98.55482126730816,70
BRONX,Northeast Bronx,Summer,1,night,38.65384615384615,75.40536804810071,78
BRONX,Northeast Bronx,Summer,1,overnight,32.186440677966104,92.13585819158034,59
BRONX,Northeast Bronx,Summer,2,afternoon,30.513513513513512,84.54507482933039,74
BRONX,Northeast Bronx,Summer,2,evening,51.756410256410255,106.65007545585044,78
BRONX,Northeast Bronx,Summer,2,morning,29.676470588235293,102.37689238700311,68
BRONX,Northeast Bronx,Summer,2,night,43.78481012658228,84.47950303461963,79
BRONX,Northeast Bronx,Summer,2,overnight,20.8125,67.36111520209445,64
BRONX,Northeast Bronx,Summer,3,afternoon,19.773333333333333,78.68987594714187,75
BRONX,Northeast Bronx,Summer,3,evening,34.91139240506329,87.20462083049381,79
BRONX,Northeast Bronx,Summer,3,morning,22.0,86.23804264940155,61
BRONX,Northeast Bronx,Summer,3,night,33.31645569620253,72.23014221007122,79
BRONX,Northeast Bronx,Summer,3,overnight,15.189655172413794,50.74375145926549,58
BRONX,Northeast Bronx,Summer,4,afternoon,27.405405405405407,84.53999927389788,74
BRONX,Northeast Bronx,Summer,4,evening,48.62820512820513,104.04820423500256,78
BRONX,Northeast Bronx,Summer,4,morning,17.416666666666668,76.21697210043307,60
BRONX,Northeast Bronx,Summer,4,night,49.064935064935064,74.01303897613289,77
BRONX,Northeast Bronx,Summer,4,overnight,13.014925373134329,52.072936185209414,67
BRONX,Northeast Bronx,Summer,5,afternoon,81.72151898734177,151.2128688653304,79
BRONX,Northeast Bronx,Summer,5,evening,88.53164556962025,142.50513579976217,79
BRONX,Northeast Bronx,Summer,5,morning,42.31944444444444,120.00760848988557,72
BRONX,Northeast Bronx,Summer,5,night,103.0886075949367,131.98146624678688,79
BRONX,Northeast Bronx,Summer,5,overnight,46.276315789473685,121.95185921056017,76
BRONX,Northeast Bronx,Summer,6,afternoon,76.9367088607595,165.28703408066642,79
BRONX,Northeast Bronx,Summer,6,evening,85.79746835443038,144.5609958874459,79
BRONX,Northeast Bronx,Summer,6,morning,64.45945945945945,160.5583740719721,74
BRONX,Northeast Bronx,Summer,6,night,97.79746835443038,132.32277743988766,79
BRONX,Northeast Bronx,Summer,6,overnight,60.47435897435897,118.17999966581623,78
BRONX,Northeast Bronx,Winter,0,afternoon,76.77215189873418,228.5800061565769,79
BRONX,Northeast Bronx,Winter,0,evening,46.3855421686747,129.6351193877102,83
BRONX,Northeast Bronx,Winter,0,morning,89.0923076923077,268.98854082684244,65
BRONX,Northeast Bronx,Winter,0,night,47.25925925925926,132.41910528486605,81
BRONX,Northeast Bronx,Winter,0,overnight,59.767857142857146,171.62866798796952,56
BRONX,Northeast Bronx,Winter,1,afternoon,88.10810810810811,233.94769158748164,74
BRONX,Northeast Bronx,Winter,1,evening,71.76543209876543,178.13009793441273,81
BRONX,Northeast Bronx,Winter,1,morning,49.06578947368421,165.97375981572637,76
BRONX,Northeast Bronx,Winter,1,night,43.63414634146341,112.95202873318074,82
BRONX,Northeast Bronx,Winter,1,overnight,43.36065573770492,131.75001996038878,61
BRONX,Northeast Bronx,Winter,2,afternoon,52.69230769230769,166.65091500657138,78
BRONX,Northeast Bronx,Winter,2,evening,30.59493670886076,90.25725611676167,79
BRONX,Northeast Bronx,Winter,2,morning,39.04054054054054,155.63915406849227,74
BRONX,Northeast Bronx,Winter,2,night,25.691358024691358,68.54973413064937,81
BRONX,Northeast Bronx,Winter,2,overnight,27.21212121212121,106.34074624693166,66
BRONX,Northeast Bronx,Winter,3,afternoon,64.61538461538461,184.4591413434824,78
BRONX,Northeast Bronx,Winter,3,evening,44.1625,136.77584394673562,80
BRONX,Northeast Bronx,Winter,3,morning,35.5,146.55058970357555,74
BRONX,Northeast Bronx,Winter,3,night,39.08433734939759,124.96245336776036,83
BRONX,Northeast Bronx,Winter,3,overnight,30.772727272727273,116.97544718766945,66
BRONX,Northeast Bronx,Winter,4,afternoon,55.5875,180.45131141429601,80
BRONX,Northeast Bronx,Winter,4,evening,37.864197530864196,129.09616116353146,81
BRONX,Northeast Bronx,Winter,4,morning,54.0945945945946,179.69252040134992,74
BRONX,Northeast Bronx,Winter,4,night,34.724137931034484,99.08731053096469,87
BRONX,Northeast Bronx,Winter,4,overnight,35.293103448275865,123.83775585888397,58
BRONX,Northeast Bronx,Winter,5,afternoon,43.34567901234568,145.90811839080678,81
BRONX,Northeast Bronx,Winter,5,evening,53.666666666666664,136.6333880533001,84
BRONX,Northeast Bronx,Winter,5,morning,46.391891891891895,164.4213446104094,74
BRONX,Northeast Bronx,Winter,5,night,49.89411764705882,131.61804619440912,85
BRONX,Northeast Bronx,Winter,5,overnight,32.753246753246756,117.9480434058457,77
BRONX,Northeast Bronx,Winter,6,afternoon,63.5,209.12033965087235,80
BRONX,Northeast Bronx,Winter,6,evening,48.392405063291136,134.00750244224454,79
BRONX,Northeast Bronx,Winter,6,morning,58.2,207.8194445161168,80
BRONX,Northeast Bronx,Winter,6,night,54.95238095238095,151.94314922586148,84
BRONX,Northeast Bronx,Winter,6,overnight,51.03658536585366,177.15742076302138,82
BRONX,Southeast Bronx,Fall,0,afternoon,8.883116883116884,3.953592723127801,77
BRONX,Southeast Bronx,Fall,0,evening,14.205128205128204,7.660590622442156,78
BRONX,Southeast Bronx,Fall,0,morning,4.947368421052632,2.8232120564685665,76
BRONX,Southeast Bronx,Fall,0,night,18.025641025641026,17.217458942622525,78
BRONX,Southeast Bronx,Fall,0,overnight,5.931506849315069,6.307686596357581,73
BRONX,Southeast Bronx,Fall,1,afternoon,8.142857142857142,3.549330128475267,77
BRONX,Southeast Bronx,Fall,1,evening,12.923076923076923,5.729325861318662,78
BRONX,Southeast Bronx,Fall,1,morning,4.9605263157894735,3.1683467380688586,76
BRONX,Southeast Bronx,Fall,1,night,12.987179487179487,7.38284003662053,78
BRONX,Southeast Bronx,Fall,1,overnight,3.1857142857142855,2.5948268331424083,70
BRONX,Southeast Bronx,Fall,2,afternoon,8.58974358974359,4.259247837493393,78
BRONX,Southeast Bronx,Fall,2,evening,14.76923076923077,6.500595531006545,78
BRONX,Southeast Bronx,Fall,2,morning,4.858974358974359,2.7194554409730434,78
BRONX,Southeast Bronx,Fall,2,night,12.487179487179487,6.563859313258404,78
BRONX,Southeast Bronx,Fall,2,overnight,3.1506849315068495,1.688780237633004,73
BRONX,Southeast Bronx,Fall,3,afternoon,8.58974358974359,4.568201491666592,78
BRONX,Southeast Bronx,Fall,3,evening,15.14102564102564,8.259939874273098,78
BRONX,Southeast Bronx,Fall,3,morning,4.9868421052631575,2.5999662615894668,76
BRONX,Southeast Bronx,Fall,3,night,16.987179487179485,9.110424441255933,78
BRONX,Southeast Bronx,Fall,3,overnight,4.066666666666666,4.662482036291264,75
BRONX,Southeast Bronx,Fall,4,afternoon,9.371794871794872,5.0197246635284385,78
BRONX,Southeast Bronx,Fall,4,evening,21.153846153846153,11.449581088096938,78
BRONX,Southeast Bronx,Fall,4,morning,5.153846153846154,2.7163617908189948,78
BRONX,Southeast Bronx,Fall,4,night,23.41025641025641,10.37033218097615,78
BRONX,Southeast Bronx,Fall,4,overnight,5.084507042253521,3.8200466671541347,71
BRONX,Southeast Bronx,Fall,5,afternoon,15.192307692307692,7.595380845606768,78
BRONX,Southeast Bronx,Fall,5,evening,30.064102564102566,15.37778777901285,78
BRONX,Southeast Bronx,Fall,5,morning,8.435897435897436,3.7298018595391778,78
BRONX,Southeast Bronx,Fall,5,night,47.5,28.598769385930062,78
BRONX,Southeast Bronx,Fall,5,overnight,11.64102564102564,8.23040665700023,78
BRONX,Southeast Bronx,Fall,6,afternoon,16.576923076923077,6.425434910277575,78
BRONX,Southeast Bronx,Fall,6,evening,29.884615384615383,23.331590962965578,78
BRONX,Southeast Bronx,Fall,6,morning,8.397435897435898,4.185130585216907,78
BRONX,Southeast Bronx,Fall,6,night,42.333333333333336,28.42792968450546,78
BRONX,Southeast Bronx,Fall,6,overnight,20.82051282051282,17.940553778060192,78
BRONX,Southeast Bronx,Spring,0,afternoon,10.912087912087912,5.813104643147721,91
BRONX,Southeast Bronx,Spring,0,evening,17.714285714285715,13.52551967725021,91
BRONX,Southeast Bronx,Spring,0,morning,5.366666666666666,2.428528939294067,90
BRONX,Southeast Bronx,Spring,0,night,22.47252747252747,17.829651120996708,91
BRONX,Southeast Bronx,Spring,0,overnight,6.137931034482759,5.046694552096966,87
BRONX,Southeast Bronx,Spring,1,afternoon,9.296703296703297,3.384587634473874,91
BRONX,Southeast Bronx,Spring,1,evening,18.63736263736264,10.874553869282265,91
BRONX,Southeast Bronx,Spring,1,morning,5.379310344827586,3.02793727973484,87
BRONX,Southeast Bronx,Spring,1,night,16.13186813186813,9.035988282920925,91
BRONX,Southeast Bronx,Spring,1,overnight,3.2771084337349397,2.3285777770365526,83
BRONX,Southeast Bronx,Spring,2,afternoon,9.188888888888888,4.436555107678779,90
BRONX,Southeast Bronx,Spring,2,evening,16.35164835164835,10.355217285529308,91
BRONX,Southeast Bronx,Spring,2,morning,4.8791208791208796,2.6197335099211263,91
BRONX,Southeast Bronx,Spring,2,night,17.10989010989011,11.787423193529003,91
BRONX,Southeast Bronx,Spring,2,overnight,3.5348837209302326,2.027445070953063,86
BRONX,Southeast Bronx,Spring,3,afternoon,9.50561797752809,5.866165689601255,89
BRONX,Southeast Bronx,Spring,3,evening,16.966666666666665,9.30440272733073,90
BRONX,Southeast Bronx,Spring,3,morning,5.174418604651163,2.7746408796354003,86
BRONX,Southeast Bronx,Spring,3,night,17.5,10.493711332416662,90
BRONX,Southeast Bronx,Spring,3,overnight,3.2142857142857144,2.5745343645972674,84
BRONX,Southeast Bronx,Spring,4,afternoon,9.522222222222222,5.106127136302513,90
BRONX,Southeast Bronx,Spring,4,evening,19.444444444444443,11.035296904831231,90
BRONX,Southeast Bronx,Spring,4,morning,5.134831460674158,3.141333718039185,89
BRONX,Southeast Bronx,Spring,4,night,21.65934065934066,11.38539003403512,91
BRONX,Southeast Bronx,Spring,4,overnight,4.069767441860465,2.6336764626632334,86
BRONX,Southeast Bronx,Spring,5,afternoon,15.38888888888889,6.336437244525328,90
BRONX,Southeast Bronx,Spring,5,evening,27.11111111111111,18.05450203399088,90
BRONX,Southeast Bronx,Spring,5,morning,7.355555555555555,3.9556846056183614,90
BRONX,Southeast Bronx,Spring,5,night,36.611111111111114,21.62691542179959,90
BRONX,Southeast Bronx,Spring,5,overnight,8.488888888888889,5.504328112044529,90
BRONX,Southeast Bronx,Spring,6,afternoon,18.0989010989011,9.70802067600113,91
BRONX,Southeast Bronx,Spring,6,evening,30.978021978021978,19.356869594239676,91
BRONX,Southeast Bronx,Spring,6,morning,7.855555555555555,3.642943343608856,90
BRONX,Southeast Bronx,Spring,6,night,40.120879120879124,24.042940828089307,91
BRONX,Southeast Bronx,Spring,6,overnight,15.274725274725276,10.362395619703152,91
BRONX,Southeast Bronx,Summer,0,afternoon,7.430379746835443,3.5614875324346027,79
BRONX,Southeast Bronx,Summer,0,evening,18.72151898734177,10.591405210346883,79
BRONX,Southeast Bronx,Summer,0,morning,4.5064935064935066,2.3542982898216787,77
BRONX,Southeast Bronx,Summer,0,night,32.9746835443038,20.07101155164493,79
BRONX,Southeast Bronx,Summer,0,overnight,9.556962025316455,9.649959260499948,79
BRONX,Southeast Bronx,Summer,1,afternoon,7.69620253164557,3.663242330055638,79
BRONX,Southeast Bronx,Summer,1,evening,18.518987341772153,10.320331886302274,79
BRONX,Southeast Bronx,Summer,1,morning,4.584415584415584,2.8160753267747864,77
BRONX,Southeast Bronx,Summer,1,night,21.303797468354432,11.822788111426416,79
BRONX,Southeast Bronx,Summer,1,overnight,3.9722222222222223,3.2500150475154235,72
BRONX,Southeast Bronx,Summer,2,afternoon,7.151898734177215,3.2936948607555627,79
BRONX,Southeast Bronx,Summer,2,evening,18.468354430379748,8.87063065869755,79
BRONX,Southeast Bronx,Summer,2,morning,4.518987341772152,2.165349261185049,79
BRONX,Southeast Bronx,Summer,2,night,20.481012658227847,9.591476931662136,79
BRONX,Southeast Bronx,Summer,2,overnight,4.125,3.642230782147465,72
BRONX,Southeast Bronx,Summer,3,afternoon,8.08860759493671,4.552232119204937,79
BRONX,Southeast Bronx,Summer,3,evening,19.645569620253166,11.409665240020042,79
BRONX,Southeast Bronx,Summer,3,morning,4.2105263157894735,2.5209299314535185,76
BRONX,Southeast Bronx,Summer,3,night,24.40506329113924,13.220534714487478,79
BRONX,Southeast Bronx,Summer,3,overnight,3.8194444444444446,3.4368606248459637,72
BRONX,Southeast Bronx,Summer,4,afternoon,8.166666666666666,3.6730562194638394,78
BRONX,Southeast Bronx,Summer,4,evening,25.371794871794872,10.051954612998985,78
BRONX,Southeast Bronx,Summer,4,morning,4.094594594594595,2.1207966900479467,74
BRONX,Southeast Bronx,Summer,4,night,37.01282051282051,17.949781020799076,78
BRONX,Southeast Bronx,Summer,4,overnight,4.386666666666667,4.474834538186205,75
BRONX,Southeast Bronx,Summer,5,afternoon,14.89873417721519,6.050206473927173,79
BRONX,Southeast Bronx,Summer,5,evening,40.46835443037975,14.718587100389186,79
BRONX,Southeast Bronx,Summer,5,morning,6.3544303797468356,3.3780512311228907,79
BRONX,Southeast Bronx,Summer,5,night,72.12658227848101,29.0050248027898,79
BRONX,Southeast Bronx,Summer,5,overnight,12.594936708860759,7.9122089809029506,79
BRONX,Southeast Bronx,Summer,6,afternoon,17.60759493670886,7.303700715494337,79
BRONX,Southeast Bronx,Summer,6,evening,39.848101265822784,16.710267538863132,79
BRONX,Southeast Bronx,Summer,6,morning,8.050632911392405,4.346819450802772,79
BRONX,Southeast Bronx,Summer,6,night,74.11392405063292,30.053365928547567,79
BRONX,Southeast Bronx,Summer,6,overnight,24.29113924050633,12.733110380717783,79
BRONX,Southeast Bronx,Winter,0,afternoon,8.369047619047619,5.29100113947692,84
BRONX,Southeast Bronx,Winter,0,evening,10.952380952380953,4.809390317558013,84
BRONX,Southeast Bronx,Winter,0,morning,4.962962962962963,2.717740074236517,81
BRONX,Southeast Bronx,Winter,0,night,11.892857142857142,5.906944773540651,84
BRONX,Southeast Bronx,Winter,0,overnight,4.814814814814815,6.601346663960149,81
BRONX,Southeast Bronx,Winter,1,afternoon,7.4523809523809526,4.6215961408664175,84
BRONX,Southeast Bronx,Winter,1,evening,11.654761904761905,5.151895305985214,84
BRONX,Southeast Bronx,Winter,1,morning,4.975609756097561,2.9937202165062886,82
BRONX,Southeast Bronx,Winter,1,night,10.214285714285714,5.066001556731454,84
BRONX,Southeast Bronx,Winter,1,overnight,3.1866666666666665,1.8866052261348372,75
BRONX,Southeast Bronx,Winter,2,afternoon,7.576470588235294,3.935118049261629,85
BRONX,Southeast Bronx,Winter,2,evening,11.305882352941177,7.892165387889686,85
BRONX,Southeast Bronx,Winter,2,morning,4.795180722891566,2.48781928282866,83
BRONX,Southeast Bronx,Winter,2,night,11.235294117647058,8.439768472935185,85
BRONX,Southeast Bronx,Winter,2,overnight,4.4875,5.772027154159484,80
BRONX,Southeast Bronx,Winter,3,afternoon,8.022988505747126,7.389459827780239,87
BRONX,Southeast Bronx,Winter,3,evening,12.275862068965518,6.490941192319427,87
BRONX,Southeast Bronx,Winter,3,morning,4.619047619047619,2.12219914299398,84
BRONX,Southeast Bronx,Winter,3,night,11.735632183908047,5.920912425983131,87
BRONX,Southeast Bronx,Winter,3,overnight,3.4166666666666665,3.5709953839410815,84
BRONX,Southeast Bronx,Winter,4,afternoon,7.586206896551724,3.9695109069527694,87
BRONX,Southeast Bronx,Winter,4,evening,13.816091954022989,6.150304843328072,87
BRONX,Southeast Bronx,Winter,4,morning,5.129411764705883,3.0968041717924906,85
BRONX,Southeast Bronx,Winter,4,night,14.873563218390805,7.3227974666268105,87
BRONX,Southeast Bronx,Winter,4,overnight,4.35064935064935,4.764910762311885,77
BRONX,Southeast Bronx,Winter,5,afternoon,12.635294117647058,6.546258580331229,85
BRONX,Southeast Bronx,Winter,5,evening,14.833333333333334,5.454816227914675,84
BRONX,Southeast Bronx,Winter,5,morning,6.305882352941176,3.1283021768690955,85
BRONX,Southeast Bronx,Winter,5,night,23.16470588235294,8.53403139651775,85
BRONX,Southeast Bronx,Winter,5,overnight,6.8,4.490200971215516,85
BRONX,Southeast Bronx,Winter,6,afternoon,11.928571428571429,5.126791698062094,84
BRONX,Southeast Bronx,Winter,6,evening,11.785714285714286,5.034989449915195,84
BRONX,Southeast Bronx,Winter,6,morning,6.975903614457831,3.6758138425701974,83
BRONX,Southeast Bronx,Winter,6,night,22.607142857142858,8.416876129929374,84
BRONX,Southeast Bronx,Winter,6,overnight,10.869047619047619,5.131475660620094,84
BROOKLYN,Borough Park,Fall,0,afternoon,4.961538461538462,3.064002592706457,78
BROOKLYN,Borough Park,Fall,0,evening,6.671052631578948,3.6235826025072173,76
BROOKLYN,Borough Park,Fall,0,morning,3.710526315789474,2.243900113485056,76
BROOKLYN,Borough Park,Fall,0,night,10.012820512820513,6.495740042107495,78
BROOKLYN,Borough Park,Fall,0,overnight,2.7413793103448274,1.7825700431855893,58
BROOKLYN,Borough Park,Fall,1,afternoon,4.328947368421052,3.4113073071565467,76
BROOKLYN,Borough Park,Fall,1,evening,7.623376623376624,4.239659125569565,77
BROOKLYN,Borough Park,Fall,1,morning,3.546666666666667,1.7343378932399325,75
BROOKLYN,Borough Park,Fall,1,night,10.128205128205128,6.097389209994319,78
BROOKLYN,Borough Park,Fall,1,overnight,2.3225806451612905,1.4573071230069485,62
BROOKLYN,Borough Park,Fall,2,afternoon,4.8441558441558445,3.0046671374666403,77
BROOKLYN,Borough Park,Fall,2,evening,8.025641025641026,5.106589476084412,78
BROOKLYN,Borough Park,Fall,2,morning,4.0,2.3607908279501033,76
BROOKLYN,Borough Park,Fall,2,night,9.91025641025641,5.6250504123245095,78
BROOKLYN,Borough Park,Fall,2,overnight,2.3666666666666667,1.5400491590950527,60
BROOKLYN,Borough Park,Fall,3,afternoon,4.44,3.0324372500804824,75
BROOKLYN,Borough Park,Fall,3,evening,7.1688311688311686,5.118086087084234,77
BROOKLYN,Borough Park,Fall,3,morning,4.2631578947368425,2.4460494465028386,76
BROOKLYN,Borough Park,Fall,3,night,10.807692307692308,7.747739833491606,78
BROOKLYN,Borough Park,Fall,3,overnight,2.65625,1.711017055753497,64
BROOKLYN,Borough Park,Fall,4,afternoon,6.142857142857143,3.633594297496213,77
BROOKLYN,Borough Park,Fall,4,evening,6.103896103896104,3.567338738229676,77
BROOKLYN,Borough Park,Fall,4,morning,4.223684210526316,2.2306870942112655,76
BROOKLYN,Borough Park,Fall,4,night,12.128205128205128,5.569767591409091,78
BROOKLYN,Borough Park,Fall,4,overnight,2.5074626865671643,1.8121904904249477,67
BROOKLYN,Borough Park,Fall,5,afternoon,6.115384615384615,3.0662840543723124,78
BROOKLYN,Borough Park,Fall,5,evening,10.217948717948717,5.931749125312677,78
BROOKLYN,Borough Park,Fall,5,morning,5.17948717948718,3.3136615669607816,78
BROOKLYN,Borough Park,Fall,5,night,16.94871794871795,8.544607832447491,78
BROOKLYN,Borough Park,Fall,5,overnight,4.106060606060606,2.347691421727952,66
BROOKLYN,Borough Park,Fall,6,afternoon,6.6103896103896105,4.404411198344355,77
BROOKLYN,Borough Park,Fall,6,evening,7.435897435897436,3.8260547093180253,78
BROOKLYN,Borough Park,Fall,6,morning,5.578947368421052,2.976634152393099,76
BROOKLYN,Borough Park,Fall,6,night,16.923076923076923,8.387946253859901,78
BROOKLYN,Borough Park,Fall,6,overnight,5.12987012987013,3.1386833031780488,77
BROOKLYN,Borough Park,Spring,0,afternoon,5.582417582417582,3.6668664614231106,91
BROOKLYN,Borough Park,Spring,0,evening,8.744444444444444,7.771398311138225,90
BROOKLYN,Borough Park,Spring,0,morning,4.127906976744186,2.712916865784249,86
BROOKLYN,Borough Park,Spring,0,night,13.428571428571429,16.245438920333473,91
BROOKLYN,Borough Park,Spring,0,overnight,2.5833333333333335,1.5225876304401915,84
BROOKLYN,Borough Park,Spring,1,afternoon,6.855555555555555,7.790171149713125,90
BROOKLYN,Borough Park,Spring,1,evening,7.923076923076923,4.693330419579515,91
BROOKLYN,Borough Park,Spring,1,morning,4.3604651162790695,3.2062908410798205,86
BROOKLYN,Borough Park,Spring,1,night,10.32967032967033,7.050697278449284,91
BROOKLYN,Borough Park,Spring,1,overnight,2.4875,1.583089032896113,80
BROOKLYN,Borough Park,Spring,2,afternoon,4.866666666666666,2.7240089425516065,90
BROOKLYN,Borough Park,Spring,2,evening,7.741573033707865,4.766187941893015,89
BROOKLYN,Borough Park,Spring,2,morning,4.317647058823529,2.1503696509796506,85
BROOKLYN,Borough Park,Spring,2,night,10.428571428571429,8.05280193768722,91
BROOKLYN,Borough Park,Spring,2,overnight,2.6,2.0,75
BROOKLYN,Borough Park,Spring,3,afternoon,5.51685393258427,3.529461585099715,89
BROOKLYN,Borough Park,Spring,3,evening,7.844444444444444,5.371399732020374,90
BROOKLYN,Borough Park,Spring,3,morning,3.8850574712643677,1.949509701964572,87
BROOKLYN,Borough Park,Spring,3,night,11.0,11.032128768671049,90
BROOKLYN,Borough Park,Spring,3,overnight,2.5135135135135136,1.7060989969770566,74
BROOKLYN,Borough Park,Spring,4,afternoon,6.5777777777777775,4.083339065959439,90
BROOKLYN,Borough Park,Spring,4,evening,7.247191011235955,4.259430443349962,89
BROOKLYN,Borough Park,Spring,4,morning,4.517241379310345,2.214445539115763,87
BROOKLYN,Borough Park,Spring,4,night,11.175824175824175,5.652125276966193,91
BROOKLYN,Borough Park,Spring,4,overnight,2.632911392405063,1.812896925166681,79
BROOKLYN,Borough Park,Spring,5,afternoon,5.932584269662922,3.8576893484695223,89
BROOKLYN,Borough Park,Spring,5,evening,7.377777777777778,4.180150467099302,90
BROOKLYN,Borough Park,Spring,5,morning,5.238636363636363,3.169518322235152,88
BROOKLYN,Borough Park,Spring,5,night,14.755555555555556,7.66769248958619,90
BROOKLYN,Borough Park,Spring,5,overnight,3.1627906976744184,1.9575522838260155,86
BROOKLYN,Borough Park,Spring,6,afternoon,7.604395604395604,4.984150704157956,91
BROOKLYN,Borough Park,Spring,6,evening,8.0,5.7638721552635275,91
BROOKLYN,Borough Park,Spring,6,morning,4.633333333333334,2.5897377421340777,90
BROOKLYN,Borough Park,Spring,6,night,15.076923076923077,8.241130948858858,91
BROOKLYN,Borough Park,Spring,6,overnight,4.6,3.0597229877727106,85
BROOKLYN,Borough Park,Summer,0,afternoon,4.302631578947368,2.8752726796699024,76
BROOKLYN,Borough Park,Summer,0,evening,5.779220779220779,4.336574492868088,77
BROOKLYN,Borough Park,Summer,0,morning,3.5774647887323945,2.0047227940254766,71
BROOKLYN,Borough Park,Summer,0,night,9.846153846153847,5.624798808700774,78
BROOKLYN,Borough Park,Summer,0,overnight,2.338709677419355,1.6980562502712155,62
BROOKLYN,Borough Park,Summer,1,afternoon,4.12987012987013,2.6771481750797577,77
BROOKLYN,Borough Park,Summer,1,evening,6.481012658227848,3.748027718932853,79
BROOKLYN,Borough Park,Summer,1,morning,3.1842105263157894,1.8163004620439467,76
BROOKLYN,Borough Park,Summer,1,night,8.620253164556962,4.321395185046423,79
BROOKLYN,Borough Park,Summer,1,overnight,1.7333333333333334,1.205449021996687,60
BROOKLYN,Borough Park,Summer,2,afternoon,4.171052631578948,2.5053976817782138,76
BROOKLYN,Borough Park,Summer,2,evening,5.56,3.1289407585108204,75
BROOKLYN,Borough Park,Summer,2,morning,3.5714285714285716,2.0289261576960995,77
BROOKLYN,Borough Park,Summer,2,night,7.860759493670886,4.286933567921726,79
BROOKLYN,Borough Park,Summer,2,overnight,2.2280701754385963,1.451815905533101,57
BROOKLYN,Borough Park,Summer,3,afternoon,4.333333333333333,2.042344528029287,75
BROOKLYN,Borough Park,Summer,3,evening,6.443037974683544,4.0406487021809845,79
BROOKLYN,Borough Park,Summer,3,morning,3.6575342465753424,2.4222302514773433,73
BROOKLYN,Borough Park,Summer,3,night,8.063291139240507,4.498836807362481,79
BROOKLYN,Borough Park,Summer,3,overnight,1.8928571428571428,1.3708467380494362,56
BROOKLYN,Borough Park,Summer,4,afternoon,5.064102564102564,2.3373852834673965,78
BROOKLYN,Borough Park,Summer,4,evening,6.337662337662338,3.9021262409452375,77
BROOKLYN,Borough Park,Summer,4,morning,3.9583333333333335,2.591630624872041,72
BROOKLYN,Borough Park,Summer,4,night,9.73076923076923,4.424468790253139,78
BROOKLYN,Borough Park,Summer,4,overnight,2.25,1.609630109965979,56
BROOKLYN,Borough Park,Summer,5,afternoon,5.0,3.2484814265972597,77
BROOKLYN,Borough Park,Summer,5,evening,7.461538461538462,4.151958723152393,78
BROOKLYN,Borough Park,Summer,5,morning,3.7866666666666666,2.516396680225964,75
BROOKLYN,Borough Park,Summer,5,night,15.405063291139241,6.092279661202517,79
BROOKLYN,Borough Park,Summer,5,overnight,3.352112676056338,3.1536762744875375,71
BROOKLYN,Borough Park,Summer,6,afternoon,6.2727272727272725,3.23482840851503,77
BROOKLYN,Borough Park,Summer,6,evening,8.329113924050633,4.741311943797137,79
BROOKLYN,Borough Park,Summer,6,morning,3.779220779220779,2.7797357722943867,77
